,pc1,target,phase_label
0,-12.914548103155406,27.303,1
1,19.500956999915168,85.939,1
2,-0.48596651901825494,87.189,1
3,-21.526286884717848,43.995,1
4,-14.8118009374398,22.764,1
5,10.32270901191755,128.278,1
6,1.8512837151954038,65.7,1
7,-13.462734400843347,22.497,1
8,16.489255104649413,98.744,1
9,-0.7509414046421911,67.593,1
10,7.753867572479657,99.367,1
11,12.516383744118633,153.639,1
12,7.248812383314849,192.569,1
13,-4.979301864620516,52.895,1
14,-3.1075500964822536,46.274,1
15,0.3518995126669733,90.667,1
16,-14.333268273413315,40.892,1
17,8.749839027998677,123.29,1
18,-2.246415226457051,57.581,1
19,0.3904435717731217,76.337,1
20,3.4441573979749687,91.375,1
0,-1.0955983593604561,67.597,2
1,-0.6921049620539057,37.258,2
2,2.4511028640875736,88.868,2
3,4.051593688780514,31.294,2
4,-2.5074060359880903,104.175,2
5,0.4007420961930086,72.625,2
6,10.176628319601875,58.181,2
7,0.9104503845115419,89.989,2
8,0.25701967227526795,54.355,2
9,7.8859938506777585,51.303,2
10,1.6859350251971519,107.73,2
11,-1.4424438154912456,146.934,2
12,2.593327412399577,22.521,2
13,-4.814149874981517,101.65,2
14,-8.242536794838397,114.817,2
15,-8.047065704793074,146.264,2
16,-5.54898025411069,128.736,2
17,-4.31322371777451,126.343,2
18,2.925729554620853,75.391,2
19,1.6417614464289452,94.606,2
20,1.7238213596392011,99.275,2
