,pc1,target,phase_label
0,-167.42901272812225,37.258,1
1,-126.16755912473918,27.303,1
2,-21.915652282928576,104.175,1
3,-119.8209518025195,72.625,1
4,-102.47833387209573,58.181,1
5,-78.6673018598446,22.497,1
6,33.018374778048035,98.744,1
7,11.061597004915251,67.593,1
8,-14.996005996343241,99.367,1
9,25.29145118576626,51.303,1
10,57.24041242089282,107.73,1
11,-44.25134233972929,52.895,1
12,171.4606900039829,114.817,1
13,181.10737862544963,146.264,1
14,64.58684449163906,128.736,1
15,-115.18051619489607,40.892,1
16,-17.474824660662016,57.581,1
17,78.34128444639435,75.391,1
18,24.582182072142192,94.606,1
19,6.172379522090248,91.375,1
20,155.52301437025113,99.275,1
0,4.876309201805293,67.597,2
1,-26.2059813523463,88.868,2
2,-119.94630815695814,31.294,2
3,-15.172990722413756,85.939,2
4,-58.975123476089124,87.189,2
5,-91.84354696833351,43.995,2
6,-21.047762646190055,22.764,2
7,7.404697441548259,128.278,2
8,-93.12663800290703,65.7,2
9,-15.853326853841113,89.989,2
10,-23.066948839671554,54.355,2
11,130.30487625927876,146.934,2
12,-42.77331290694092,22.521,2
13,100.52621962497929,153.639,2
14,31.085672110259765,101.65,2
15,51.902531912377846,192.569,2
16,-58.64192487411825,46.274,2
17,4.0097289220822,90.667,2
18,82.55731068279704,126.343,2
19,97.60669452619341,123.29,2
20,56.37174449872778,76.337,2
